2025-12-11 17:31:28 | INFO | runscripts | Starting experiment-run with RunID: 20251211173128
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]         YOU HAVE READ, UNDERSTAND, AND AGREE TO BE BOUND BY ITS TERMS.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]         1. Translations: Translations of this EULA are found at:
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]         www.keysight.com/find/sweula.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]         2. Software: \"Software\" means a single copy of one or more
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]         computer programs, whether stand-alone or bundled with other
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]         products or solutions, and related documentation, including any
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]         online or electronic documentation, data, and license files.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]         3. License Grant: Keysight Technologies, Inc. or its subsidiary.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]         (collectively, \"Keysight\") grants you a limited, non-exclusive
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]         license to use, in accordance with one of the license types
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]         listed below, the Software for the Term (as defined below),
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]         subject to the terms and conditions of this EULA and full payment
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]         of any applicable fees:
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]         1. Node Locked (\"fixed\") license: If you have obtained a
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             Node Locked license, you may install one copy of the Software
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             on one computer, instrument, or machine and use the Software
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             only on that computer, instrument, or machine for your internal
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             business use. Unless otherwise authorized by Keysight in the
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             Software user guide or other documentation associated with the
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             Software, you may not display or access the Software on a
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             separate computer.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             2. Transportable license: If you have obtained a Transportable
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             license, you may use one copy of the Software on any single
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             computer, instrument, or machine at one time for your internal
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             business use. You may move the right to use the Software to a
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             different computer, instrument, or machine using methods made
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             available by Keysight, for your internal business use, provided
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             only one copy is in use at any one time.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             3. Floating license:  If you obtained a Floating license,
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             you may install one or more copies of the Software on any
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             Computing Device within your internal computer  network or on
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             dedicated server resources provided by a third party, provided
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]                 (i) the total number of users or Computing Devices accessing
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]                 or using the Software at the same time or the total number
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]                 of copies of the Software executing on Computing Devices
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]                 at the same time, does not exceed the maximum number of
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]                 licenses obtained or Computing Devices licensed; and
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]                 (iii) the users are located within the area
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]                 (e.g., single site, regional, or worldwide) designated in
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]                 the order or Documentation. If you purchase a single site,
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]                 Floating license, you may not use the Software on any network
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]                 that permits remote access to licensed users located outside
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]                 the Use Area or permit third parties to use the Software in
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]                 an on-demand computing environment. “Use Area” means a fifty
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]                 (50) mile radius from, and within the same time zone as, the
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]                 geographical site that you occupy as your place of business.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             4. Evaluation Licenses. If you obtained an evaluation license,
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]                you may use the Software for evaluation purposes only.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]                The evaluation license commences on the date you download the
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]                Software and terminates at the end of the Term or sooner if:
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]                 (i) you purchase a license to the Software; or
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]                 (ii) Keysight, in its sole discretion,
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]                 terminates your evaluation license
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography] 
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]         You may find the type of license you obtained, the Term of your license,
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]         and the number of licenses, if applicable, in documentation associated
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]         with the Software. \"Term\" means either a set amount of time
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]         (an expiring license) or a Perpetual license.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]         For Node Locked licenses, \"Perpetual\" means the lifetime of the computer,
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]         instrument, or machine. For Transportable and Floating licenses,
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]         \"Perpetual\" means the right to use the license indefinitely. In the
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]         absence of documentation specifying the applicable license, you have a
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]         Node Locked license with a Perpetual Term.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]         4. License Restrictions
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             1.No Copies: You may not make copies or adaptations of the Software
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             except for backup and archival purposes or when copying or adaptation
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             is an essential step in the licensed use of the Software, including
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             correction of errors. You must reproduce all copyright and other legal
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             notices in the original Software on all permitted copies or adaptations.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             2. No Reverse Engineering: You may not decompile, reverse engineer,
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             disassemble, attempt to derive the source code of, decrypt, modify,
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             create derivative works, or disable security features of the Software,
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             except to the extent any foregoing restriction is prohibited by applicable
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             mandatory law or by licensing terms governing the use of open source
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             components that may be included with the Software.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             3 No Circumvention. The Software may include technological measures,
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             whether in the Software, in bundled hardware, or both
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             (e.g., security servers, security keys or modules, a hardware lock device,
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             license administration software, a license authorization key to control
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             access to the Software) that are designed to prevent or detect installation
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             or use of unlicensed copies of the Software. Such prevention or detection
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             measures may collect and transmit data about suspected unlicensed copies.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             The data collected does not include any customer data created using the
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             Software. By using the Software, you consent to such detection and
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             collection of data, as well as its transmission and use if suspected
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             unlicensed copies are detected. Circumvention of these technological
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             measures is prohibited, except as expressly permitted by applicable law.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             Any attempt to circumvent technological measures may render the Software
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             or certain features unusable or unstable and may prevent you from upgrading
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             or updating the Software. Keysight may take all legal steps to prevent
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             unlicensed use of the Software.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             4. Limited Use: You may not use the Software to develop products or
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             distribute your own or a third-party’s application, if the principal
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             purpose, as reasonably determined by Keysight, is to compete with or
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             perform the same or similar functions as the Software, or to replace any
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             component of the Software. You may not disclose the results of any
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             competitive analysis performed on the Software to any third party.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             You may not use the Software as training input or prompt-based input into
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             any Generative AI Program. “Generative AI Program” means artificial
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             intelligence, machine learning, deep learning, neural networks, or similar
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             technologies designed to automate the generation or aid in the creation
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             of new content, including but not limited to audio, visual, or text-based
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             content. You may use the output of the Software to train
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             a Generative AI Program provided you comply with the terms of this EULA.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             5. No Public Network/Time Share: You may not copy the Software
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             onto any public or distributed network, service bureau, or similar service,
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             and you may not provide access (directly or indirectly) to the Software in
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             any other manner via a web or network application. In addition, you may not
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             sell, license, lease, rent, loan, or time share the Software. You also may
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             not redistribute the Software or any part of the Software, other than as
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             permitted under Section 9 below.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             6. Licensed Users: Except as expressly provided herein, you may not permit
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             any third party to have access to or otherwise use the Software.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             Licensed users are your employees, authorized agents, representatives,
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             subcontractors, and consultants acting on your behalf and for your internal
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             business use. You are responsible and fully liable for compliance with and
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             breach of this EULA by your licensed users.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             7 Unauthorized Use:
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             You will ensure licensed users will not use the Software to
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]                 (i) engage in spamming, mail-bombing, spoofing or any other illegal
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]                 or unauthorized use, or
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]                 (ii) use the Software to store or transmit any viruses, Trojan horses,
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]                 worms, time bombs, or any other similar malicious software,
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]                 data, or programs.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]         5. Third-Party Software:
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             1. General: The Software may contain third-party software subject to
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             third-party notices or additional license terms, which can be found
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             in the Documentation. You have all rights necessary to use the Software as
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             permitted in Sections 3 and 4. To the extent your use exceeds the grants and
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             restrictions in Sections 3 and 4, third party license terms apply and
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             take precedence. You acknowledge and agree Keysight’s third-party suppliers
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             and licensors are third-party beneficiaries of this EULA.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             2. Separation of Components: Except as required by included open source
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             software licenses or expressly licensed by Keysight, the Software is
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             licensed as a single product and its component parts may not be separated
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             for any other use.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             3. Open-Source Software: To the extent required by the applicable
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             open-source software license(s), Keysight makes open-source source code
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             available upon request. To request open-source source code,
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             please contact Keysight Support at www.keysight.com/main/support.jspx.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]         6. Upgrades: This EULA does not entitle you to receive upgrades, updates,
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             or technical support. Such services may be included or purchased separately.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             The terms of this EULA govern any upgrades or updates provided by Keysight
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             unless such upgrades or updates are accompanied by a separate license
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             agreement in which case the terms of that license agreement will govern.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             Upgrades and updates may be provided if and when available.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]         7. Ownership. The Software and all copies thereof are licensed and not sold
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             to you. The Software and all copies thereof are owned and copyrighted by
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             Keysight or its third- party suppliers and are protected by copyright
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             laws and other intellectual property laws and treaties. Keysight
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             and its third-party suppliers retain all right, title, and interest in
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             the Software. Keysight and its third-party suppliers may protect their
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             respective rights in the Software in the event of any violation of
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             this EULA. Any comments, suggestions, improvements, or other
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             communications from you to Keysight regarding the Software (\"Feedback\")
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             will become the sole property of Keysight. Keysight may use the Feedback
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             and practice the intellectual property relating there to without
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             compensation or attribution.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]         8. High Risk Activities: The Software is not specifically written, designed,
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             manufactured, or intended for use in the planning, construction,
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             maintenance, or direct operation of a nuclear facility, nor for use in
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             online control or fail-safe operation of aircraft navigation, control or
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             communication systems, weapon systems, or direct life support systems.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]         9. Transfer: You may not transfer the Software unless you obtain Keysight's
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             prior written authorization, deliver all copies of the Software to the
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             transferee along with this EULA, and pay any applicable fees.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             For all transfers, the transferee must accept this EULA as a condition
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             to any transfer and your license to use the Software will terminate upon
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             transfer. Entitlement to receive technical support services for the
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             Software may be transferred provided you obtain Keysight's prior written
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             authorization and pay any applicable fees. This section applies only to
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             the extent permissible under applicable mandatory laws.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]         10. Term and Termination: This EULA shall continue for the Term unless
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             terminated by Keysight as provided herein. Keysight may terminate this
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             license upon notice for breach of this EULA. Upon expiration or
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             termination, you must immediately destroy all copies of the Software.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]         11. Export Requirements: If you export, re-export, or import the Software,
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             technology, or technical data licensed hereunder, you assume
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             responsibility for complying with applicable laws and regulations and
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             for obtaining required export and import authorizations.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             Keysight may terminate this license immediately if you are in violation
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             of any applicable laws or regulations.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]         12. Encryption Notice: The Software may utilize encryption technology.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             You agree that encryption is not a guarantee of confidentiality and that
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             Keysight is not liable for any breach of confidentiality that may occur
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             as a result of decryption by a third party.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]         13.  Audit. Upon reasonable notice, you will provide Keysight or its agents
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             access to your records as reasonably necessary for Keysight to audit,
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             at its expense, your proper use and payment for the Software. If the
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             audit reveals that you materially breached this EULA, you will reimburse
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             Keysight for Keysight’s audit expenses and pay any underpayment, plus
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             interest from the date payment was due, and Keysight may terminate your
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             license. If you are a U.S. government customer, only Keysight employees
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             authorized to access U.S. government facilities and computer systems may
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             conduct such audit and any amount due under this Section 13 is subject
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             to the U.S. Anti Deficiency Act.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]         14. U.S. Government Rights: The Software is \"commercial computer
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             software,\\  as defined by Federal Acquisition Regulation (\\ FAR\\ )
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             2.101 (\"Definitions\"). Pursuant to FAR\n12.211 (\"Technical data\"),
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             12.212 (\"Computer software\") and 27.405-3
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             (\"Commercial computer software\") and Department of Defense FAR
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             Supplement (\"DFARS\") 227.7202 (\"Commercial computer software and
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             commercial computer software documentation\"), the U.S. government
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             acquires commercial computer software and computer software documentation
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             and other technical data such as manuals under the same terms
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             by which the software is customarily provided to the public. Accordingly,
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             Keysight provides the Software to U.S. government customers under its
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             standard commercial license, which is embodied in this EULA. The license
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             set forth in this EULA represents the exclusive authority by which the
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             U.S. government may use, modify, distribute, or disclose the Software.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             This EULA and the license set forth herein, does not require or permit,
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             among other things, that Keysight:
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             a. furnish technical information related to commercial computer software
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             or commercial computer software documentation that is not customarily
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             provided to the public; or
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             b. relinquish to, or otherwise provide, the U.S. government rights in
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             excess of these rights  customarily provided to the public to use,
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             modify, reproduce, release, perform, display, or disclose commercial
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             computer software or commercial computer software documentation.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             If you are a U.S. government customer, you acknowledge that you have
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             reviewed the Software and this EULA and agree that the license provided
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             for herein is consistent with federal law and otherwise satisfies
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             U.S. government needs. If you are a U.S. government customer, you agree
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             that this EULA reflects the entirety of the terms of Keysight's
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             customary commercial license applicable to U.S. government customers.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             No additional government requirements beyond those set forth in this
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             EULA shall apply, except to the extent that those terms, rights, or
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             licenses are explicitly required from all providers of commercial
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             computer software pursuant to the FAR and the DFARS and are set forth
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             specifically in writing elsewhere in this EULA. Keysight shall be under
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             no obligation to update, revise, or otherwise modify the Software. This
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             U.S. Government Rights clause is in lieu of, and supersedes, any other
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             FAR, DFARS, or other clause or provision that addresses Government rights
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             in computer software or technical data under this EULA.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]         15. WARRANTY: TO THE EXTENT ALLOWED BY APPLICABLE LAW AND EXCEPT TO THE
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             EXTENT KEYSIGHT HAS PROVIDED A SPECIFIC WRITTEN WARRANTY APPLICABLE TO
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             THE SOFTWARE, THE SOFTWARE IS PROVIDED TO YOU “AS IS” WITHOUT WARRANTIES
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             OR CONDITIONS OF ANY KIND, WHETHER ORAL OR WRITTEN, EXPRESS OR IMPLIED.
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             KEYSIGHT, ON BEHALF OF ITSELF, ITS SUBSIDIARIES, AFFILIATES, AND SUPPLIERS,
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             SPECIFICALLY DISCLAIMS ANY IMPLIED WARRANTIES OR CONDITIONS OF
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             MERCHANTABILITY, SATISFACTORY QUALITY, NON-INFRINGEMENT, AND FITNESS FOR A
2025-12-11 17:31:50 | INFO | runscripts | [bell_tomography]             PARTICULAR PURPOSE. IF A KEYSIGHT AUTHORIZED RESELLER PROVIDES A SPECIFIC
